value,regime
-0.026925796334381205,0.0
0.023118939175514847,0.0
0.07310577365754255,0.0
0.12290951585294987,0.0
0.17240543305480285,0.0
0.22146956349913308,0.0
0.26997902682527064,0.0
0.31781233182781893,0.0
0.36484968072951135,0.0
0.4109732692129035,0.0
0.45606758145947573,0.0
0.5000196794572255,0.0
0.5427194858521823,0.0
0.5840600596354499,0.0
0.6239378639753186,0.0
0.6622530255236697,0.0
0.6989095845472408,0.0
0.7338157352573033,0.0
0.7668840557358485,0.0
0.7980317268824393,0.0
0.8271807398333727,0.0
0.8542580913336814,0.0
0.8791959665726632,0.0
0.9019319090250327,0.0
0.9224089768723288,0.0
0.940575885612824,0.0
0.95638713650277,0.0
0.9698031305073038,0.0
0.980790267475621,0.0
0.9893210302920371,0.0
0.9953740537921809,0.0
0.9989341782717204,0.0
0.9999924874536094,0.0
0.9985463308187661,0.0
0.9945993302442577,0.0
0.9881613709323647,0.0
0.9792485766532438,0.0
0.9678832693631935,0.0
0.954093913299657,0.0
0.9379150436929778,0.0
0.9193871802734458,0.0
0.8985567257902548,0.0
0.8754758497965313,0.0
0.8502023579914898,0.0
0.8227995474469475,0.0
0.7933360480807813,0.0
0.7618856507743524,0.0
0.7285271225643783,0.0
0.6933440093721002,0.0
0.6564244267638065,0.0
0.6178608392667517,0.0
0.577749828793169,0.0
0.536191852752355,0.0
0.49329099245663205,0.0
0.44915469245130146,0.0
0.4038934914214305,0.0
0.3576207453494149,0.0
0.3104523436166627,0.0
0.26250641876041964,0.0
0.21390305061264503,0.0
0.16476396556191822,0.0
0.11521223169156894,0.0
0.065371950557554,0.0
0.015367946378017567,0.0
-0.03467454658704477,0.0
-0.08463019768306558,0.0
-0.13437389374960387,0.0
-0.18378105246433263,0.0
-0.23272793435755038,0.0
-0.28109195271578163,0.0
-0.32875198059831656,0.0
-0.3755886541977727,0.0
-0.42148467178491617,0.0
-0.46632508748903956,0.0
-0.5099975991781289,0.0
-0.5523928297178271,0.0
-0.5934046009047866,0.0
-0.6329301993883469,0.0
-0.6708706339145439,0.0
-0.7071308832481832,0.0
-0.7416201341520638,0.0
-0.7742520088273352,0.0
-0.8049447812453665,0.0
-0.8336215818293299,0.0
-0.8602105899728739,0.0
-0.8846452139137285,0.0
-0.9068642575117503,0.0
-0.9268120735137149,0.0
-0.9444387029210076,0.0
-0.9597000001111683,0.0
-0.9725577433999218,0.0
-0.9829797307668027,0.0
-0.9909398605046178,0.0
-0.9964181965907717,0.0
-0.9994010186167288,0.0
-0.9998808561505658,0.0
-0.9978565074465535,0.0
-0.9933330424549104,0.0
-0.9863217901241905,0.0
-0.9768403100281058,0.0
-0.9649123483878435,0.0
-0.9505677786000201,0.0
-0.9338425264192189,0.0
-0.9147784799824896,0.0
-0.8934233849011526,0.0
-0.8698307246826497,0.0
-0.8440595867819207,0.0
-0.8161745146177822,0.0
-0.7862453459249255,0.0
-0.7543470378463839,0.0
-0.7205594792045203,0.0
-0.684967290420699,0.0
-0.6476596115847407,0.0
-0.6087298792049378,0.0
-0.5682755921977554,0.0
-0.5263980677032926,0.0
-0.48320218733806336,0.0
-0.438796134520599,0.0
-0.3932911235277394,0.0
-0.34680112096018534,0.0
-0.29944256031489924,0.0
-0.25133405037920087,0.0
-0.20259607817688247,0.0
-0.15335070721030927,0.0
-0.10372127175425384,0.0
-0.05383206796710025,0.0
-0.003808042593025627,0.0
0.046225519965200426,0.0
0.09614331141907717,0.0
0.1458203134270555,0.0
0.1951321107010531,0.0
0.24395520260263132,0.0
0.2921673124484462,0.0
0.3396476937503228,0.0
0.38627743262297903,0.0
0.43193974560202403,0.0
0.47652027212634984,0.0
0.5199073609523991,0.0
0.5619923497829891,0.0
0.6026698374103644,0.0
0.6418379476919025,0.0
0.6793985846973472,0.0
0.7152576783885579,0.0
0.7493254202164753,0.0
0.7815164880452515,0.0
0.8117502598402285,0.0
0.8399510155845847,0.0
0.8660481269189536,0.0
0.889976234029064,0.0
0.9116754093383911,0.0
0.93109130759585,0.0
0.9481753019826424,0.0
0.9628846058973773,0.0
0.9751823801144559,0.0
0.985037825047346,0.0
0.9924262578856741,0.0
0.9973291744129432,0.0
0.9997342953500602,0.0
0.9996355971086004,0.0
0.9970333268767925,0.0
0.99193400200044,0.0
0.9843503936603283,0.0
0.9743014948869986,0.0
0.9618124729929951,0.0
0.9469146065417174,0.0
0.9296452070107394,0.0
0.9100475253457864,0.0
0.8881706436394069,0.0
0.8640693522056263,0.0
0.8378040123584466,0.0
0.8094404052378639,0.0
0.7790495670620136,0.0
0.7467076112180544,0.0
0.7124955376373596,0.0
0.6764990299324324,0.0
0.6388082408036202,0.0
0.5995175662530551,0.0
0.5587254091713215,0.0
0.5165339328889282,0.0
0.47304880530981697,0.0
0.428378934267721,0.0
0.38263619476816924,0.0
0.33593514879925435,0.0
0.28839275841289386,0.0
0.24012809279516895,0.0
0.19126203005937772,0.0
0.14191695450865796,0.0
0.09221645012638092,0.0
0.042284991061964226,0.0
-0.007752370112722516,0.0
-0.057770315595602,0.0
-0.10764357621089869,0.0
-0.15724724514386434,0.0
-0.206457090767976,0.0
-0.25514986778113535,0.0
-0.3032036258716338,0.0
-0.35049801514083395,0.0
-0.39691458751764125,0.0
-0.44233709340987765,0.0
-0.4866517728495987,0.0
-0.529747640403185,0.0
-0.5715167631326549,0.0
-0.611854530912049,0.0
-0.6506599184218834,0.0
-0.6878357381655089,0.0
-0.7232888838737035,0.0
-0.7569305636878925,0.0
-0.7886765225379935,0.0
-0.8184472531579452,0.0
-0.8461681952104326,0.0
-0.8717699220221067,0.0
-0.8951883144616204,0.0
-0.9163647215250076,0.0
-0.9352461072262216,0.0
-0.9517851834249468,0.0
-0.9659405282590195,0.0
-0.9776766898848452,0.0
-0.9869642752659957,0.0
-0.9937800237876175,0.0
-0.9981068655122841,0.0
-0.9999339639313919,0.0
-0.9992567431050293,0.0
-0.9960768991223485,0.0
-0.9904023958537356,0.0
-0.9822474450054196,0.0
-0.9716324705264734,0.0
-0.9585840574573462,0.0
-0.9431348853480389,0.0
-0.9253236464126731,0.0
-0.9051949486254356,0.0
-0.8827992040005925,0.0
-0.8581925023363741,0.0
-0.8314364707389376,0.0
-0.8025981192782262,0.0
-0.7717496731622797,0.0
-0.7389683918503098,0.0
-0.7043363755575728,0.0
-0.6679403596366418,0.0
-0.629871497350049,0.0
-0.5902251315783409,0.0
-0.5491005560352992,0.0
-0.5066007665883601,0.0
-0.4628322033070477,0.0
-0.41790448388545576,0.0
-0.3719301291064168,0.0
-0.32502428103493153,0.0
-0.2773044146466359,0.0
-0.22889004361353044,0.0
-0.17990242098382533,0.0
-0.13046423550554456,0.0
-0.08069930435444203,0.0
-0.030732263035787716,0.0
0.019311746763339837,0.0
0.0693073905894856,0.0
0.11912945512103058,0.0
0.16865316176303152,0.0
0.2177544791532943,0.0
0.26631043379701436,0.0
0.3141994180520047,0.0
0.36130149469316664,0.0
0.4074986972934271,0.0
0.452675325668842,0.0
0.4967182356479291,0.0
0.5395171224395066,0.0
0.580964796889347,0.0
0.6209574539337677,0.0
0.6593949325778161,0.0
0.6961809667469439,0.0
0.7312234263839096,0.0
0.7644345481870926,0.0
0.7957311554123323,0.0
0.8250348661878059,0.0
0.8522722898202219,0.0
0.8773752106006832,0.0
0.9002807586498823,0.0
0.9209315673747474,0.0
0.9392759171421927,0.0
0.9552678648101457,0.0
0.9688673587914395,0.0
0.980040339362398,0.0
0.9887588239648898,0.0
0.9950009772882156,0.0
0.9987511659553078,0.0
0.9999999976762833,0.0
0.9987443447712893,0.0
0.9949873520037292,0.0
0.9887384287042511,0.0
0.9800132252052237,0.0
0.9688335936447198,0.0
0.9552275332381713,0.0
0.9392291201547661,0.0
0.9208784221742042,0.0
0.9002213983375609,0.0
0.8773097838435732,0.0
0.8522009604786309,0.0
0.8249578129049739,0.0
0.795648571167022,0.0
0.7643466398102772,0.0
0.7311304140407677,0.0
0.6960830833854594,0.0
0.659292423345364,0.0
0.6208505755631448,0.0
0.5808538170557874,0.0
0.5394023190903006,0.0
0.49659989630630047,0.0
0.4525537467138531,0.0
0.4073741832177023,0.0
0.36117435734029507,0.0
0.3140699758355327,0.0
0.26617901090298385,0.0
0.21762140472832361,0.0
0.1685187690899729,0.0
0.11899408078426829,0.0
0.06917137363196561,0.0
0.019175427837441927,0.0
-0.03086854252140862,0.0
-0.08083520308990856,0.0
-0.13059941313456228,0.0
-0.18003653895609978,0.0
-0.2290227660326612,0.0
-0.277435409111364,0.0
-0.32515321947163317,0.0
-0.37205668859075886,0.0
-0.41802834745115464,0.0
-0.4629530607397067,0.0
-0.5067183152023964,0.0
-0.5492145014320156,0.0
-0.5903351883832425,0.0
-0.6299773899275591,0.0
-0.6680418227804276,0.0
-0.7044331551547499,0.0
-0.7390602455178644,0.0
-0.771836370854113,0.0
-0.8026794438613015,0.0
-0.8315122185370862,0.0
-0.8582624836403999,0.0
-0.882863243543395,0.0
-0.9052528860209639,0.0
-0.9253753365576105,0.0
-0.9431801987852119,0.0
-0.9586228806999476,0.0
-0.971664706342289,0.0
-0.982273012660344,0.0
-0.9904212313139699,0.0
-0.9960889552147721,0.0
-0.999261989635344,0.0
-0.999932387759743,0.0
-0.9980984705861694,0.0
-0.9937648311320005,0.0
-0.9869423229306488,0.0
-0.977648032849055,0.0
-0.9659052382938916,0.0
-0.9517433489136566,0.0
-0.9351978329426597,0.0
-0.9163101283713753,0.0
-0.8951275391656319,0.0
-0.8717031167945569,0.0
-0.8460955273639872,0.0
-0.8183689046881087,0.0
-0.7885926896673048,0.0
-0.7568414563744876,0.0
-0.7231947252854797,0.0
-0.6877367641212032,0.0
-0.6505563768004686,0.0
-0.6117466810319249,0.0
-0.5714048751021886,0.0
-0.5296319944442294,0.0
-0.4865326585956808,0.0
-0.4422148091808157,0.0
-0.3967894395724077,0.0
-0.3503703169105343,0.0
-0.3030736971745233,0.0
-0.25501803402163925,0.0
-0.20632368212171887,0.0
-0.15711259573075045,0.0
0.05966293495057445,1.0
-0.5325767543040892,1.0
0.7334866666910802,1.0
-0.10298242399493951,1.0
-0.15959429303877065,1.0
-0.5789977488601072,1.0
0.17455898369003325,1.0
-0.050754390088874834,1.0
1.1199766660348578,1.0
0.9130933729097279,1.0
0.8825833148367789,1.0
1.8336515713718284,1.0
0.6491649738574263,1.0
1.4055597484650069,1.0
0.27614143280166326,1.0
1.124003259584143,1.0
0.8291348715311896,1.0
0.781347222217862,1.0
2.175969525930543,1.0
0.5470866089060371,1.0
0.07999043013952517,1.0
1.0300867070058302,1.0
-0.3689596694167523,1.0
-0.8497902873112171,1.0
1.1682392101857884,1.0
-0.12941177703255272,1.0
-0.6909330020829989,1.0
-0.45893971452070204,1.0
0.16375092173830708,1.0
-1.066783429585967,1.0
-0.269335848872568,1.0
-0.8849591000900255,1.0
-2.084624297285326,1.0
-0.6549005366998725,1.0
-0.9349742798854552,1.0
-1.76217587874177,1.0
0.14691684715168718,1.0
-1.1563731867606806,1.0
-0.5620035787724915,1.0
-0.738126964624037,1.0
-0.537544797062661,1.0
-0.6086232854614841,1.0
-0.9014555444848125,1.0
-0.5694566897734924,1.0
-0.22648825537689732,1.0
0.7345003152277042,1.0
0.22843235580764132,1.0
0.9117081762180926,1.0
1.4151696512109435,1.0
1.734688985870171,1.0
1.5598268264302164,1.0
1.0449615186597132,1.0
0.14908139910784823,1.0
0.7299700940422149,1.0
0.8345704864791008,1.0
1.3641466597401366,1.0
1.4253400453054805,1.0
1.3276886022801153,1.0
1.1637294065439487,1.0
0.8527617055119759,1.0
1.2822296906180395,1.0
0.6212465759116579,1.0
0.5665216045306141,1.0
0.4403907658731761,1.0
0.3417514495009186,1.0
0.11322185726002526,1.0
-0.15902727084160212,1.0
0.7323444541203712,1.0
-0.831602061593256,1.0
-0.2818991444773618,1.0
-0.4860911412895006,1.0
-1.4192148066998178,1.0
-0.6109795467786578,1.0
-0.8116996896430579,1.0
-1.3033801116540153,1.0
-1.6090778176659786,1.0
-1.0013691715928597,1.0
-0.5870774688504968,1.0
-0.4588116614636346,1.0
-1.4069828838770544,1.0
-1.6620237404866778,1.0
0.5478499622325683,1.0
-1.1531788568093724,1.0
-0.21485294781330913,1.0
-1.0377335482727537,1.0
-0.9027721260686957,1.0
-0.05128343941637409,1.0
0.2561896616968564,1.0
0.7082436464114898,1.0
0.3573309548211311,1.0
0.3276679008273381,1.0
1.4404444581429527,1.0
0.4069065183937103,1.0
1.1290682863593267,1.0
1.8915257217711459,1.0
1.8100897558791642,1.0
0.6697396984663742,1.0
0.565556877994782,1.0
2.1480043430330595,1.0
0.5652882042646239,1.0
1.264062058295491,1.0
0.5376382140255349,1.0
2.029764207931908,1.0
0.792209053323033,1.0
-0.4129949294183437,1.0
0.5730710754256404,1.0
0.42387559155881405,1.0
1.0561359197285072,1.0
-0.3667479731675337,1.0
-0.8510370249618164,1.0
-0.37131848573953696,1.0
-0.4357955700432447,1.0
-0.5303014651376887,1.0
0.29308496418795893,1.0
-0.3609214539846193,1.0
-1.21235398208007,1.0
-1.0318094234709927,1.0
-1.680964070981235,1.0
-0.8684902669691019,1.0
-0.8883057983744436,1.0
-0.5723956613361306,1.0
-0.40524586062605766,1.0
0.028411214419398423,1.0
-0.8385450679585609,1.0
-0.6685694757688506,1.0
-0.5119518589380172,1.0
0.7047076163783287,1.0
0.36951557164107485,1.0
0.24284599260914747,1.0
-0.35241157494718367,1.0
0.17703394051677343,1.0
0.06535191455951089,1.0
1.7423152767768089,1.0
1.1004823571410425,1.0
0.7596156487147472,1.0
0.7938750494299819,1.0
1.4116666895230654,1.0
0.49392707804387675,1.0
1.217279309216131,1.0
1.1057469824489603,1.0
1.8840541145702479,1.0
1.4400281295852437,1.0
0.6443104490551186,1.0
1.03328223793475,1.0
1.0422375794304148,1.0
0.14793929298383057,1.0
0.22820721703439023,1.0
-0.325428210654836,1.0
1.0938949755329737,1.0
-0.38978371431224723,1.0
0.7072039789899888,1.0
-0.805770162618421,1.0
0.11724392414458207,1.0
-0.42934807034989464,1.0
-1.4025307034347727,1.0
-0.8874878952544552,1.0
-0.6120998949381907,1.0
-1.3813161142955583,1.0
-1.2639241109973671,1.0
-1.0035454706581954,1.0
-1.3449344513181143,1.0
-1.0277079403464102,1.0
-0.8998574655338748,1.0
-0.25524718438862326,1.0
-1.061299261242311,1.0
-0.7356050446922852,1.0
-0.500906265621529,1.0
-0.37031312489921697,1.0
-0.35265091937766757,1.0
0.5732356191868564,1.0
-0.48262632546258066,1.0
-0.29009786726362197,1.0
-0.12230311867598309,1.0
0.5351741791340351,1.0
1.5677760807848413,1.0
0.092700916345127,1.0
1.117727060487251,1.0
1.026719458830462,1.0
1.350972266153509,1.0
0.22932008354936773,1.0
1.026187092670466,1.0
1.7428061522768914,1.0
0.15634361513136796,1.0
0.5459766552687569,1.0
0.6403152759020669,1.0
1.0249760944510995,1.0
0.4125198772216627,1.0
0.2455007637578463,1.0
0.30589789471810125,1.0
-0.28148153965325573,1.0
-0.67337347090022,1.0
0.2571197563040535,1.0
0.3805108212076273,1.0
-0.9711839962025308,1.0
-0.7692227533064394,1.0
0.19843668051287977,1.0
-0.7568690958254464,1.0
-0.5348744680970279,1.0
-1.201668326615047,1.0
-1.5577978810822566,1.0
-0.6969681333065758,1.0
-1.2067719003248345,1.0
-1.2236397407713595,1.0
-0.8542812382789344,1.0
-0.47541479718307017,1.0
-0.8790521321080237,1.0
-1.018517775706723,1.0
-0.2588403348913196,1.0
-1.135638288747884,1.0
-0.3777452612104871,1.0
0.5167888121713705,1.0
0.27842015916184826,1.0
-0.07405047851465014,1.0
0.731931144198137,1.0
-0.3422604202765521,1.0
-0.3550255447527392,1.0
1.605050357032654,1.0
0.9389172946528821,1.0
0.906907092596452,1.0
0.8164906478361399,1.0
1.544261391905543,1.0
0.65083015540222,1.0
0.688745815194294,1.0
0.5702289135536205,1.0
0.9563685736678237,1.0
0.980678945229355,1.0
1.2021428214807757,1.0
0.17868786781983614,1.0
-0.03205343214721823,1.0
0.8081799644738098,1.0
0.6488212290648954,1.0
0.5775861384332894,1.0
0.31578523650756785,1.0
0.19698321599796448,1.0
-0.7482783420541748,1.0
-0.675751578926309,1.0
-1.1238233569285336,1.0
-0.808659954509801,1.0
-0.5262668743295833,1.0
-0.23967957006073193,1.0
-1.0616531267971276,1.0
-0.6270283030040356,1.0
-0.8334274226516312,1.0
-1.6184545281299112,1.0
-1.1008025295311188,1.0
-0.9095725805980983,1.0
-1.6302307800337843,1.0
-1.0312259441744194,1.0
-0.49961710132044457,1.0
-0.11993525730854115,1.0
-0.9859743681360762,1.0
-1.5628111875024986,1.0
0.10191350515773567,1.0
0.00651672173456621,1.0
0.24916592572585594,1.0
0.5432575642446429,1.0
0.9648947330438289,1.0
0.25861605742695004,1.0
0.7419920136434833,1.0
1.4065228879285456,1.0
1.0893390498295672,1.0
1.5968960797650351,1.0
0.520984208192284,1.0
0.5700686345388133,1.0
0.5859700648495287,1.0
1.316662583084935,1.0
0.47128050273027505,1.0
0.15627095352370501,1.0
0.576909666136334,1.0
-0.060808918013676494,1.0
0.08558728506020408,1.0
0.5685142700152491,1.0
-0.5994379755517456,1.0
-0.3702856005331656,1.0
-0.1549495412946216,1.0
-0.6246267051312492,1.0
-0.3160849669723301,1.0
-0.4473417126283483,1.0
0.48984956055803075,1.0
-0.7924254049706243,1.0
-1.2238541101935536,1.0
-1.4518344635747016,1.0
-1.0462424094657023,1.0
-0.562471565514854,1.0
-0.3691231733314232,1.0
-1.3940505089408541,1.0
-0.9115549793652554,1.0
-1.3206402929516283,1.0
-1.2878314296469544,1.0
-0.5397058516896622,1.0
-1.5641810051200733,1.0
-1.0157060904887965,1.0
-0.3728208591874794,1.0
0.5428721070389668,1.0
0.2932452608960904,1.0
-0.26326645013123307,1.0
0.7729769759392553,1.0
0.7066628814782319,1.0
0.3943652505979287,1.0
1.4491548385221005,1.0
0.5646168086333189,1.0
1.6563332047321646,1.0
0.5425263979633805,1.0
0.07326303391661015,1.0
0.6455560409063865,1.0
1.5461118805512357,1.0
0.8093543341561975,1.0
0.18473627609541954,1.0
0.9419195651630594,1.0
1.4750014814950765,1.0
1.799644931973269,1.0
0.7448932408900122,1.0
1.3860256765720003,1.0
0.4875534219944885,1.0
0.31072874635622866,1.0
0.9186409694651225,1.0
-0.8340076457450244,1.0
0.04994210110220912,1.0
-0.2399915495305805,1.0
0.19929937730475594,1.0
0.11922624983774621,1.0
-0.09921546884741239,1.0
-0.6442144242251857,1.0
-0.9872582889459695,1.0
-0.8195707338955172,1.0
-0.9374995101169504,1.0
-0.7501108532432124,1.0
-0.609575823521967,1.0
-1.395891254272219,1.0
-0.8419174873085208,1.0
-1.1342212533488076,1.0
-1.51011362989669,1.0
-1.7908257401639325,1.0
-0.0981825360218408,1.0
-0.33569063238122854,1.0
0.23554722372525072,1.0
-0.2314882976670397,1.0
-0.439600368374133,1.0
0.9553944910338077,1.0
0.2516985125986305,1.0
0.5778017904301356,1.0
1.2057352693269645,1.0
1.0311747030504934,1.0
0.5181277476684534,1.0
-0.3411401623050617,1.0
0.7403329925704131,1.0
0.6493320005709908,1.0
0.8919111332292338,1.0
0.7396792995388988,1.0
0.6807277917361353,1.0
1.3792809433756212,1.0
0.48373658775404266,1.0
1.0023987935185221,1.0
0.3324488734477346,1.0
1.2850831956028803,1.0
0.540709073871267,1.0
0.7026585839446431,1.0
-0.5658642656846681,1.0
-0.36872013072714743,1.0
0.1943371037928556,1.0
-0.6977583691615883,1.0
-0.8562011589279768,1.0
-0.278340635769341,1.0
-0.5516780340324692,1.0
-1.038991324563554,1.0
-1.4046803241179846,1.0
-1.8161919451060888,1.0
-0.5610313909686518,1.0
-1.0698396631159512,1.0
-1.2864204399451618,1.0
-0.7679418178887919,1.0
-0.21931630290590887,1.0
-1.9558424561223302,1.0
-1.2488555096274927,1.0
-0.06821027838740856,1.0
-0.6388736604687685,1.0
-0.21742629287887474,1.0
-1.587607630740985,1.0
0.3592058071781796,1.0
-0.23572662743310635,1.0
0.40995584072838914,1.0
-0.22440563310171485,1.0
0.43026055282538356,1.0
0.6561681590912892,1.0
0.7771305372224006,1.0
-0.13829468370753029,1.0
0.3290351860697944,1.0
1.4756591309010987,1.0
0.2507390321235,1.0
0.24084501848209605,1.0
1.1371841713801316,1.0
1.1512132530925836,1.0
0.6367516971263185,1.0
0.3843791929812859,1.0
0.831902336952864,1.0
1.4057870887125477,1.0
-0.3385537102036056,1.0
-0.034100052441819295,1.0
0.3965205769162151,1.0
0.24492261067659163,1.0
-0.5140257132666991,1.0
-0.1428405115146511,1.0
0.20532354916533435,1.0
0.24891082469341946,1.0
0.43892098604213836,1.0
-1.4313140447616877,1.0
-0.47547793060799576,1.0
-0.518694878153303,1.0
-0.4372345426614169,1.0
-0.8326587181473166,1.0
-0.35853736129434,1.0
-0.46089093203228804,1.0
-0.28626880546061695,1.0
-1.1076722675339608,1.0
-1.3913396837376841,1.0
-0.6387172732149583,1.0
-0.3565438541011343,1.0
-0.13937755556788012,1.0
0.64720091976571,1.0
-0.5641995463377724,1.0
-0.11442832178274709,1.0
-0.406979694764055,1.0
0.83221424040042,1.0
0.6689627831058569,1.0
0.3443808875090151,1.0
0.5635802889295348,1.0
0.841691615595512,1.0
1.1599170492836253,1.0
0.7432898380706289,1.0
1.0955758360032533,1.0
0.5276040281737635,1.0
1.3844097347455382,1.0
0.48591131979278535,1.0
1.24381658543882,1.0
0.4282098829068385,1.0
1.4173032713524405,1.0
0.473548794649594,1.0
0.7290294429233651,1.0
0.6864513984574205,1.0
-0.27306102735959614,1.0
-0.20094183632882132,1.0
-0.15559426338722915,1.0
0.22294083295047093,1.0
-0.22542202131464528,1.0
-0.4331018627157598,1.0
-0.0013737165100395354,1.0
-0.2459532284752602,1.0
-0.7799665387067961,1.0
-0.7326861072769748,1.0
-1.2189446428821866,1.0
-1.008360589908851,1.0
-0.8214396920161298,1.0
0.09070643925469535,1.0
-1.1766051371505395,1.0
-0.6368883443361621,1.0
-2.01716775522737,1.0
-0.9393041276630899,1.0
-0.606064769536206,1.0
-1.2717364181858337,1.0
0.028836128338392997,1.0
0.2133412090608549,1.0
-0.19097353657732155,1.0
0.11393635276128716,1.0
0.829210592012689,1.0
0.11408305967580733,1.0
0.27712056721858946,1.0
0.5027081082404284,1.0
1.2532909811358472,1.0
2.0365745250199505,1.0
0.3921584444209307,1.0
0.35973082547876767,1.0
0.9735386066022274,1.0
0.8482892553298641,1.0
1.4006493007263,1.0
0.7809324566254292,1.0
0.6835191237086939,1.0
0.9638596700213721,1.0
-0.4899193386582378,1.0
0.29083502430991226,1.0
1.0273138493745204,1.0
1.2427009142071848,1.0
-0.02896326362515178,1.0
-0.15621749632959162,1.0
0.3265619508278366,1.0
-0.2845358616237761,1.0
0.322348643981314,1.0
0.23496240936474533,1.0
-0.538281088721688,1.0
0.5063005574464298,1.0
-0.8114578438130107,1.0
-0.6105189508829671,1.0
-1.0237751197387046,1.0
-1.6424017172069403,1.0
-0.460211819325972,1.0
0.03875455325669286,1.0
-0.7019046312760402,1.0
-1.8992537289988918,1.0
-0.5801027769019227,1.0
-0.3520343773139751,1.0
-0.03315614674571665,1.0
